@RELATION	yazar

@ATTRIBUTE	oz0	REAL
@ATTRIBUTE	oz1	REAL
@ATTRIBUTE	oz2	REAL
@ATTRIBUTE	oz3	REAL
@ATTRIBUTE	oz4	REAL
@ATTRIBUTE	oz5	REAL
@ATTRIBUTE	oz6	REAL
@ATTRIBUTE	oz7	REAL
@ATTRIBUTE	oz8	REAL
@ATTRIBUTE	oz9	REAL
@ATTRIBUTE	oz10	{1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9,}

@DATA
1,73,17,1,1771,79,1,8,92,1840,4
1,39,3,1,923,40,5,4,44,937,4
1,45,3,1,916,38,1,2,50,935,4
1,39,10,2,882,34,4,10,52,914,4
1,40,1,1,934,41,2,1,43,958,4
1,45,9,1,944,23,2,5,56,974,4
1,48,2,3,898,33,1,1,54,925,4
1,51,4,1,898,51,1,1,57,922,4
1,55,5,1,943,51,3,2,62,987,4
1,47,4,1,916,53,4,3,53,937,4
1,46,5,1,912,28,1,2,53,936,4
1,50,2,1,923,31,2,2,54,951,4
1,48,2,1,895,56,3,5,52,918,4
1,46,5,1,837,37,6,4,53,872,4
1,50,2,2,964,44,1,1,55,1000,4
1,45,3,1,917,40,2,9,50,935,4
1,46,6,1,961,44,1,4,54,977,4
1,48,1,1,971,38,3,3,51,994,4
1,44,8,1,893,20,15,5,54,918,4
1,46,3,1,869,37,4,2,51,887,4
1,54,3,1,874,27,1,1,59,894,4
1,40,3,1,910,48,1,4,45,934,4
1,51,1,1,925,34,1,1,54,938,4
1,49,11,1,949,44,1,5,62,963,4
3,54,2,1,862,37,1,3,60,883,4
1,133,7,1,2249,118,4,4,142,2296,4
1,39,4,1,897,29,4,2,45,917,4
1,53,1,1,946,33,1,3,56,969,4
1,58,5,1,960,27,1,1,65,982,4
1,38,3,1,860,46,1,3,43,873,4
1,47,5,1,937,34,8,2,54,955,4
1,33,1,1,797,42,1,2,36,830,5
1,45,1,1,783,42,1,2,48,811,5
2,41,3,3,797,45,1,2,49,829,5
1,41,2,1,754,54,1,3,45,783,5
2,67,6,1,803,34,1,2,76,854,5
1,37,6,1,801,34,1,2,45,832,5
1,38,6,2,792,42,1,1,47,825,5
2,48,3,4,796,39,2,5,57,840,5
2,43,7,2,798,39,2,1,54,832,5
1,40,1,2,822,47,1,2,44,846,5
2,46,9,4,826,42,2,2,61,865,5
4,56,6,4,819,42,1,1,70,855,5
2,53,1,1,796,53,1,1,57,835,5
1,31,6,1,749,42,1,4,39,766,5
2,47,3,1,828,42,2,4,53,861,5
4,42,2,2,823,32,1,2,50,854,5
1,44,1,1,836,36,2,2,47,861,5
1,44,4,3,809,46,1,4,52,840,5
2,42,3,4,836,32,1,5,51,869,5
2,50,1,4,839,43,1,2,57,867,5
1,38,1,4,810,50,1,2,44,837,5
1,44,5,2,822,41,2,3,52,870,5
2,53,4,6,808,40,1,1,65,838,5
1,47,6,1,802,29,2,2,55,834,5
1,57,1,3,811,40,1,3,62,844,5
1,42,3,1,792,48,1,2,47,821,5
1,52,7,5,818,42,1,4,65,855,5
1,36,4,3,799,31,1,2,44,836,5
2,50,3,5,820,45,1,7,60,860,5
2,33,1,1,795,51,1,4,37,820,5
3,51,4,6,785,42,1,3,64,803,5
2,42,6,2,821,43,1,4,52,847,5
1,48,5,13,782,40,1,1,67,817,5
1,40,3,1,768,35,2,4,45,795,5
1,41,8,8,777,28,2,1,58,827,5
2,41,5,4,791,37,1,2,52,824,5
3,49,2,2,807,37,3,2,56,843,5
1,43,3,2,727,47,1,1,49,755,5
1,46,4,4,760,34,1,1,55,797,5
4,61,2,4,816,41,3,4,71,847,5
3,50,4,1,771,38,1,8,58,810,5
2,51,2,2,784,46,5,1,57,814,5
1,44,4,3,769,31,1,2,52,801,5
1,48,4,2,767,41,1,1,55,805,5
1,38,6,1,788,38,1,3,46,822,5
1,48,1,1,778,28,1,2,51,816,5
1,38,4,3,805,59,1,2,46,848,5
2,43,3,2,799,56,1,4,50,842,5
2,34,5,5,730,35,1,6,46,756,5
1,44,6,4,842,36,1,4,55,886,5
1,23,1,1,522,38,1,2,26,532,6
1,37,1,1,776,30,1,1,40,781,6
1,22,2,1,463,34,1,2,26,467,6
1,20,2,1,392,18,2,1,24,405,6
1,18,1,1,407,20,1,1,21,411,6
1,23,2,1,441,27,1,2,27,445,6
1,24,2,1,455,21,1,1,28,458,6
1,24,1,1,436,23,3,4,27,437,6
1,17,2,1,387,32,1,2,21,387,6
1,21,5,1,308,20,1,1,28,314,6
1,17,1,1,333,27,3,1,20,335,6
1,22,2,1,489,31,1,1,26,490,6
1,23,1,1,619,32,1,1,26,627,6
1,24,1,1,455,29,1,2,27,459,6
1,19,2,1,390,28,1,1,23,396,6
1,24,3,1,526,30,1,2,29,528,6
1,23,4,1,464,26,1,2,29,466,6
1,20,1,1,335,15,1,1,23,335,6
1,17,1,1,373,19,1,1,20,376,6
1,25,1,1,437,35,1,3,28,439,6
1,22,1,1,470,30,1,1,25,476,6
1,23,1,1,493,21,5,1,26,496,6
1,26,2,1,447,35,1,1,30,453,6
1,19,1,1,423,22,1,1,22,424,6
1,25,2,1,495,16,3,2,29,507,6
1,16,2,1,340,23,1,1,20,341,6
1,21,1,1,398,28,1,1,24,400,6
1,31,1,1,745,27,1,1,34,750,6
1,20,1,1,368,18,1,2,23,369,6
1,10,1,1,280,14,1,2,13,280,6
1,13,2,1,208,10,1,1,17,208,6
1,26,1,1,635,30,1,1,29,639,6
1,34,4,1,580,35,1,3,40,583,6
1,35,4,1,760,51,2,8,41,776,6
1,21,1,1,506,26,1,2,24,509,6
1,19,3,1,517,35,2,3,24,527,6
1,24,1,1,497,29,1,1,27,502,6
1,32,1,1,573,28,1,1,35,585,6
1,22,3,1,470,33,1,4,27,471,6
1,17,2,1,336,17,1,2,21,339,6
1,25,1,1,528,35,1,5,28,530,6
1,41,1,1,590,31,2,3,44,594,6
1,27,1,1,517,20,8,6,30,520,6
1,22,1,1,466,34,3,2,25,467,6
1,26,1,1,476,22,3,4,29,481,6
1,21,3,1,458,27,7,1,26,461,6
1,38,1,1,726,47,3,3,41,734,6
1,27,2,1,497,25,1,2,31,502,6
1,23,1,1,468,21,1,5,26,481,6
1,28,2,1,514,27,2,1,32,520,6
1,47,2,1,1052,56,3,2,51,1092,7
1,31,4,1,649,32,2,3,37,685,7
1,31,4,1,615,26,2,4,37,640,7
1,25,3,1,499,28,1,2,30,511,7
1,69,9,2,1522,93,5,2,81,1591,7
2,43,7,3,819,50,3,3,55,864,7
1,26,2,1,507,30,1,2,30,517,7
1,48,4,5,914,48,3,3,58,954,7
1,41,1,1,807,61,2,1,44,840,7
1,19,3,1,412,26,1,2,24,422,7
2,48,2,1,854,48,2,3,53,889,7
1,24,1,1,465,17,1,1,27,477,7
1,40,2,1,789,48,1,2,44,822,7
1,47,7,1,914,53,2,4,56,939,7
2,56,13,1,1066,46,2,6,72,1118,7
1,62,7,1,1240,55,5,4,71,1296,7
1,24,2,1,470,29,3,1,28,492,7
1,43,7,1,933,51,1,3,52,969,7
1,21,3,1,484,22,1,3,26,503,7
1,20,3,1,509,26,2,3,25,532,7
1,23,5,1,506,26,1,1,30,521,7
1,15,4,1,405,16,3,3,21,419,7
1,36,9,1,798,34,1,5,47,840,7
1,46,5,1,923,65,1,1,53,950,7
1,39,3,1,779,43,2,1,44,830,7
1,50,5,1,969,47,6,10,57,1007,7
1,35,6,1,695,41,1,2,43,729,7
2,46,1,1,726,50,1,2,50,745,7
1,56,7,3,1171,62,1,3,67,1201,7
2,36,2,1,596,32,1,2,41,622,7
1,23,2,1,456,32,1,1,27,471,7
1,47,5,1,1071,48,2,3,54,1111,7
1,27,3,1,492,23,2,1,32,509,7
2,46,1,1,834,56,1,3,50,885,7
1,31,1,1,752,47,2,3,34,806,7
1,31,1,1,466,33,3,4,34,490,7
2,56,8,2,1031,63,4,5,68,1084,7
1,24,4,1,484,36,1,4,30,509,7
1,43,3,1,904,48,3,2,48,945,7
1,22,1,1,466,34,1,5,25,489,7
1,47,15,1,1053,62,2,4,64,1114,7
1,31,5,2,635,33,3,3,39,670,7
2,42,1,1,963,53,4,4,46,996,7
1,22,7,1,469,25,1,2,31,485,7
1,35,4,1,465,25,1,4,41,482,7
1,57,5,1,1233,70,6,4,64,1286,7
1,22,2,1,499,39,1,2,26,515,7
1,56,5,1,1069,61,2,3,63,1111,7
1,29,8,1,680,43,3,2,39,717,7
3,50,8,1,816,43,1,5,62,872,7
1,44,1,1,1255,79,1,3,47,1269,8
1,20,3,1,418,29,1,3,25,422,8
1,31,1,1,550,48,1,3,34,562,8
1,36,5,1,813,51,1,3,43,821,8
1,30,5,2,764,58,1,1,38,796,8
1,59,6,1,1605,133,3,4,67,1646,8
1,44,4,1,948,53,4,4,50,969,8
1,51,4,1,1180,67,2,1,57,1198,8
1,20,1,1,407,43,1,1,23,411,8
1,38,2,1,899,72,3,3,42,921,8
1,19,1,1,407,26,3,2,22,415,8
1,54,9,1,1328,100,6,2,65,1367,8
1,15,1,1,434,28,4,3,18,448,8
1,24,9,1,550,38,3,2,35,564,8
1,66,5,1,1513,101,2,5,73,1534,8
1,15,1,1,259,17,2,2,18,261,8
1,34,1,1,464,31,2,2,37,484,8
1,69,11,1,1549,122,3,5,82,1587,8
1,16,2,1,292,25,2,2,20,309,8
1,34,7,1,683,45,1,1,43,676,8
1,13,6,1,341,27,1,2,21,345,8
1,57,8,1,1253,76,4,3,67,1260,8
1,25,3,1,560,36,1,2,30,563,8
1,23,1,1,467,44,1,1,26,485,8
1,12,3,1,276,22,1,1,17,290,8
1,14,1,1,316,23,1,1,17,327,8
3,48,3,1,664,47,2,1,55,681,8
1,10,1,1,243,22,1,1,13,250,8
1,64,9,1,1600,114,1,1,75,1607,8
1,38,7,1,772,45,2,1,47,781,8
2,78,7,1,1613,122,7,3,88,1650,8
1,28,3,1,622,35,3,2,33,635,8
1,20,3,1,414,29,1,3,25,422,8
1,48,10,1,944,57,5,2,60,973,8
1,8,1,1,160,9,2,1,11,159,8
1,34,7,1,681,45,1,1,43,676,8
1,15,6,1,384,31,1,2,23,390,8
2,16,8,1,317,30,1,1,27,320,8
3,48,3,1,665,47,2,1,55,681,8
1,10,1,1,243,22,1,1,13,250,8
1,19,3,1,210,16,1,1,24,221,8
1,7,1,1,136,11,1,1,10,139,8
1,25,1,1,557,43,1,1,28,576,8
1,11,1,1,244,21,1,1,14,253,8
1,5,1,1,126,7,1,1,8,130,8
1,11,3,1,230,17,3,2,16,235,8
1,44,4,1,949,53,4,5,50,972,8
1,57,8,1,1259,76,4,3,67,1260,8
1,25,3,1,560,36,1,2,30,563,8
1,17,4,1,290,25,1,4,23,299,8
1,26,1,1,488,16,1,5,29,491,9
1,28,1,1,569,33,1,2,31,575,9
1,18,1,1,365,17,1,3,21,374,9
1,24,1,1,515,32,1,6,27,519,9
1,22,1,1,434,16,1,3,25,438,9
1,29,1,1,561,23,1,7,32,567,9
1,13,1,1,278,15,1,3,16,292,9
1,22,1,1,485,27,1,5,25,502,9
1,21,1,1,436,14,1,3,24,451,9
1,19,1,1,374,20,1,2,22,377,9
1,25,1,1,499,20,1,3,28,496,9
1,24,1,1,502,26,1,3,27,508,9
1,12,1,1,266,14,1,2,15,261,9
1,26,1,1,514,24,1,5,29,521,9
1,23,1,1,523,30,1,3,26,537,9
1,28,1,1,582,30,1,5,31,613,9
1,21,1,1,428,25,1,3,24,444,9
1,24,1,1,444,16,1,2,27,446,9
1,23,1,1,423,9,1,3,26,434,9
1,26,1,1,493,24,1,4,29,492,9
1,19,1,2,399,12,1,3,23,406,9
1,25,2,1,425,17,1,3,29,416,9
1,21,1,1,466,29,1,3,24,488,9
1,24,1,1,520,22,1,4,27,547,9
1,21,1,1,492,28,1,4,24,513,9
1,14,1,1,278,13,1,3,17,289,9
1,16,1,1,358,22,1,2,19,358,9
1,24,1,1,543,30,1,5,27,562,9
1,13,2,1,259,10,1,2,17,269,9
1,21,1,1,473,32,1,4,24,501,9
1,27,1,1,427,22,1,2,30,436,9
1,24,1,1,473,27,1,3,27,497,9
1,25,1,1,529,39,2,3,28,520,9
1,18,1,1,321,21,1,2,21,324,9
1,18,1,1,336,16,1,2,21,340,9
1,18,1,1,331,21,1,3,21,339,9
1,22,1,1,439,38,1,3,25,445,9
1,25,1,1,452,29,1,3,28,459,9
1,20,1,1,405,19,1,4,23,410,9
1,30,1,1,654,37,1,6,33,680,9
1,23,1,1,470,22,1,5,26,477,9
1,23,1,1,550,30,1,4,26,547,9
1,18,1,1,362,19,1,4,21,379,9
1,26,1,1,507,26,1,5,29,515,9
1,13,1,1,268,12,1,3,16,285,9
1,19,1,1,381,22,1,3,22,386,9
1,22,1,1,404,25,1,3,25,413,9
1,13,1,1,279,14,1,2,16,284,9
1,27,1,1,440,11,1,6,30,466,9
1,27,1,1,563,16,1,3,30,576,9
